Dates,Headlines,Links
"Mon, 17 Apr 2017 03:33:26 GMT",[$$] China's Ant Financial sweetens bid for MoneyGram,"http://www.ft.com/cms/s/de2b5514-231c-11e7-a34a-538b4cb30025,s01=1.html?ftcamp=traffic/partner/feed_headline/us_yahoo/auddev&yptr=yahoo"
