Dates,Headlines,Links
"Mon, 17 Apr 2017 11:08:41 GMT",?Former P&G executive named a president at rival Kimberly-Clark,http://www.bizjournals.com/cincinnati/news/2017/04/14/former-p-g-executive-named-president-of-rival.html?ana=yahoo&yptr=yahoo
