Dates,Headlines,Links
"Mon, 17 Apr 2017 11:10:00 GMT","Walmart Cuts HQ Staff, Fights Amazon With New Discounts",http://www.forbes.com/sites/walterloeb/2017/04/17/walmart-cuts-hq-staff-fights-amazon-with-new-discounts/?utm_source=yahoo&utm_medium=partner&utm_campaign=yahootix&partner=yahootix&yptr=yahoo
"Mon, 17 Apr 2017 04:38:40 GMT",Trump’s Trade Plans Spell Uncertainty for Mexican Port,https://www.wsj.com/articles/trumps-trade-plans-spell-uncertainty-for-mexican-port-1492340405?mod=yahoo_hs&yptr=yahoo
